"record_id","area","line","number_replicates","tag","x_coordinate","y_coordinate","species_code","species","family","map","dead","height_map","height_1978","height_1986","height_1992","height_1998","height_2006","height_2013","girth_map","girth_1978","girth_1986","girth_1992","girth_1996","girth_2006","girth_2013","index_1","index_2","index_3","index_4","absx","absy","comment"
506,"1","1",1,2088,163.6,5.1,42,"Cryptocarya corrugata","Lauraceae",1965,2017,0.7,2.2,2.3,2.9,3.3,3.7,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.1,154.6,"Tag is 2088.0 in 2006"
593,"1","1",1,14788,176.8,5.9,34,"Castanospora alphandii","Sapindaceae",1969,2017,0.6,0.8,1,0.7,0.7,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.9,167.8,"old tag 2094.5. broken in 2013 broken in 2013"
615,"1","1",1,2095.4,181,2.3,118,"Neolitsea dealbata","Lauraceae",1969,2017,0.3,0.8,1.5,2.1,2.1,2.4,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.3,172,""
692,"1","1",1,7131.1,193.8,4.4,114,"Pseuduvaria mulgraveana glabrescens","Annonaceae",1986,2017,0.2,NA,NA,0.5,0.6,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.4,184.8,"sp346? in 94"
841,"1","1",1,7136.2,212.6,0.3,42,"Cryptocarya corrugata","Lauraceae",1986,2017,0.3,NA,NA,NA,0.8,1,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,53.3,203.6,"ht=0.7 in 94"
1041,"1","1",1,2179,231.4,1.7,101,"Hypsophila dielsiana","Celastraceae",1965,2017,5,6.3,NA,2.7,3.4,4.3,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.7,222.4,"Bent over sucker tag 10044"
1289,"1","1",1,6174.7,263.5,1,153,"Franciscodendron laurifolium","Malvaceae",1988,2017,0.4,NA,NA,0.4,0.6,0.9,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,254.5,""
1292,"1","1",1,6416.2,263.8,0.1,35,"Ceratopetalum succiruburm","Cunoniaceae",1990,2017,0.1,NA,NA,0.2,0.4,0.4,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.1,254.8,""
1397,"1","1",1,6175.6,272.3,0.3,56,"Dysoxylum oppositifolium","Meliaceae",1988,2017,0.3,NA,NA,NA,0.5,1.1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.3,263.3,"ht=0.9 in 94. New tag 2013"
1405,"1","1",1,8161.2,270.7,6,131,"Niemeyera (Mt Lewis)","Sapotaceae",1978,2017,0.5,0.4,0.7,1,0.9,1.2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,261.7,""
1435,"1","1",1,6175.7,272,1.2,118,"Neolitsea dealbata","Lauraceae",1988,2017,0.3,NA,NA,0.4,0.6,1.3,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.2,263,"2006 laz from dead 2002"
1816,"1","1",1,314,286.6,21,131,"Niemeyera (Mt Lewis)","Sapotaceae",1963,2017,NA,NA,NA,NA,NA,NA,NA,65,67.5,70.2,68.4,69.7,73,73.7,NA,NA,NA,NA,74,277.6,"2006 girth at tag. Snapped at 3m 217"
1843,"1","1",1,8149.8,287.3,-0.4,131,"Niemeyera (Mt Lewis)","Sapotaceae",1978,2017,0.5,0.4,NA,NA,0.7,0.7,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,52.6,278.3,"ht=0.5 in 94"
1907,"1","1",1,8146,289,4.2,131,"Niemeyera (Mt Lewis)","Sapotaceae",1978,2017,0.5,0.7,0.8,0.8,1.1,1.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,57.2,280,"2006 found as laz beside 28728 retagged as 8146, but could be 8146.1, check sp0"
1911,"1","1",1,12134,288.1,1.7,67,"Syzygium cormiflorum","Myrtaceae",1988,2017,0.9,NA,NA,1.3,1.5,1.7,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.7,279.1,"old tag 6211.3"
1930,"1","1",1,6212.9,293,2,40,"Cryptocarya angulata","Lauraceae",1986,2017,0.5,NA,NA,NA,1.6,0.9,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,55,284,"2006 top broken"
1957,"1","1",1,6009.4,290.7,5.2,42,"Cryptocarya corrugata","Lauraceae",1978,2017,0.2,NA,0.8,1.4,1.7,1.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,58.2,281.7,""
2044,"1","1",1,6270.6,294.5,5.3,131,"Niemeyera (Mt Lewis)","Sapotaceae",1986,2017,0.5,NA,NA,1.1,1.4,1.3,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,58.3,285.5,""
2061,"1","1",1,6270.2,295.3,5.7,131,"Niemeyera (Mt Lewis)","Sapotaceae",1986,2017,0.5,NA,NA,NA,1.3,0.5,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,58.7,286.3,"ht=1.0 in 94"
2063,"1","1",1,6212.6,295.4,2.6,131,"Niemeyera (Mt Lewis)","Sapotaceae",1986,2017,0.5,NA,NA,0.6,0.7,0.6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,55.6,286.4,""
2139,"1","1",1,8134.1,297.9,0.6,131,"Niemeyera (Mt Lewis)","Sapotaceae",1978,2017,0.5,0.5,NA,0.9,1.2,1.2,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.6,288.9,""
2200,"1","1",1,7142.1,299.6,1.8,131,"Niemeyera (Mt Lewis)","Sapotaceae",1986,2017,0.5,NA,NA,1.2,1.2,1.5,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.8,290.6,""
2260,"1","1",1,8084.6,302,5,131,"Niemeyera (Mt Lewis)","Sapotaceae",1978,2017,0.5,0.7,0.9,1,NA,1.2,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,293,""
2263,"1","1",1,8083.4,302.1,0.9,131,"Niemeyera (Mt Lewis)","Sapotaceae",1978,2017,0.5,0.7,0.8,1.1,0.9,1.4,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.9,293.1,"slightly bent in 98"
2418,"1","1",1,6190.7,310.3,2.4,42,"Cryptocarya corrugata","Lauraceae",1988,2017,0.4,NA,NA,0.8,0.7,1.1,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.4,301.3,"2013 wilted"
2443,"1","1",1,8004.1,344,-4.7,131,"Niemeyera (Mt Lewis)","Sapotaceae",1969,2017,0.3,NA,NA,NA,1.4,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.3,335,"ht=1.3 in 94"
2690,"1","1",1,2413.4,332.6,3.2,131,"Niemeyera (Mt Lewis)","Sapotaceae",1969,2017,0.6,0.7,0.7,0.8,0.9,1,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.2,323.6,""
2784,"1","1",1,6424.5,339,4.7,173,"Eupomatia barbata","Eupomatiaceae",1990,2017,0.2,NA,NA,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.7,330,""
2790,"1","1",1,6192.4,339.5,1,71,"Syzygium wesa","Myrtaceae",1988,2017,0.2,NA,NA,0.4,0.9,0.9,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,330.5,"no leaves in 2013"
2981,"1","1",1,6193.4,354,3.7,43,"Cryptocarya mackinnoniana","Lauraceae",1988,2017,0.7,NA,NA,0.5,0.7,0.8,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.7,345,""
3248,"1","1",1,413,387,31.6,36,"Cinnamomum laubatii","Lauraceae",1963,2017,NA,NA,NA,NA,NA,NA,NA,36,42,46.5,49,49.5,51.9,51.9,NA,NA,NA,NA,84.6,378,"Snapped at 3m 2017"
3283,"1","1",1,6426,390.5,2.5,153,"Franciscodendron laurifolium","Malvaceae",1965,2017,NA,NA,NA,0.4,0.5,0.6,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5,381.5,""
3427,"1","1",1,6574.6,405,1.9,40,"Cryptocarya angulata","Lauraceae",1981,2017,0.5,NA,NA,1,1.1,1.1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.9,396,""
3451,"1","1",1,7039.7,407.5,4,22,"Beilschmiedia collina","Lauraceae",1983,2017,0.4,NA,0.5,0.7,0.8,0.8,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,398.5,"2006 leans"
3734,"1","1",1,2563,425,2.7,131,"Niemeyera (Mt Lewis)","Sapotaceae",1965,2017,7,9,9,8.9,10.4,12.6,14,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,55.7,416,"remove from Ht. Crushed by fallen tree"
3738,"1","1",1,6073,425.3,0.1,74,"Syzygium endophloium","Myrtaceae",1981,2017,0.5,NA,NA,0.5,0.6,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.1,416.3,"was dead 2000, lazzed 2013"
3952,"1","1",1,6432.7,448.7,1.6,4,"Cnesmocarpon dasyantha","Sapindaceae",1990,2017,0.3,NA,NA,0.3,0.3,0.4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.6,439.7,""
4089,"1","1",1,5344.3,467.8,1.2,40,"Cryptocarya angulata","Lauraceae",1981,2017,0.5,NA,0.5,0.6,0.7,0.7,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.2,458.8,"old tag 5544.3; 2006 laz from dead 2002 as tag read as 6344.3, check sp0"
4336,"1","1",1,2672,498,3.1,51,"Darlingia darlingiana","Proteaceae",1965,2017,1.5,1.9,2.1,0.9,1.1,1.4,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.1,489,"Sp? bent, resprout in 98; 2006 laz from dead 2000"
4439,"1","1",1,2688,496.3,-1.9,17,"Gossia shepherdii","Myrtaceae",1965,2017,1.5,1.7,1.9,0.9,2.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.1,487.3,"2006 broken under log, resprout. No measurement taken 2013"
4482,"1","1",1,8132.6,491.7,-4.3,131,"Niemeyera (Mt Lewis)","Sapotaceae",1978,2017,0.5,0.4,NA,1.2,1.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,48.7,482.7,"no measurement taken in 2013"
4492,"1","1",1,6200.1,492.5,-4.5,128,"Placospermum coriaceum","Proteaceae",1988,2017,0.2,NA,NA,0.3,0.6,0.7,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.5,483.5,""
4555,"1","1",1,481.1,484.1,-8.3,131,"Niemeyera (Mt Lewis)","Sapotaceae",1989,2017,NA,NA,NA,NA,NA,NA,NA,5.7,NA,NA,9.9,9.8,11.3,13.2,NA,NA,NA,NA,44.7,475.1,"90 girth 5.7. [comment reads 'Laz, tag unreadable, retagged, Y = -8.6, X = 480, GBH = 13.2'. Not sure what it was retagged with, and I suspect that it was 481.1, as the comment on this tree is not found. Comfirm that they are the same tree]"
4651,"1","1",1,2722,464.7,-0.3,110,"Macaranga subdentata","Euphorbiaceae",1965,2017,10,12.1,13,12.8,11.8,12.2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.7,455.7,"2006 leaning, vertical on leaning one is OK, 2 vertical reshoots"
4720,"1","1",1,6436.6,448.5,-3.5,85,"Flindersia brayleyana","Rutaceae",1990,2017,0.1,NA,NA,0.2,0.4,0.4,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.5,439.5,""
4765,"1","1",1,6215.4,439.6,-2.5,131,"Niemeyera (Mt Lewis)","Sapotaceae",1986,2017,1,NA,NA,1.2,1.2,1.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.5,430.6,""
4851,"1","1",1,2762,432,-2.2,74,"Syzygium endophloium","Myrtaceae",1965,2017,4,6,5.5,6.4,6.4,6.8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.8,423,"no leaves in 2013"
4952,"1","1",1,452,424,-11.3,86,"Flindersia laevicarpa","Rutaceae",1963,2017,NA,NA,NA,NA,NA,NA,NA,71,82,81.7,91.5,93.2,97.3,97.3,NA,NA,NA,NA,41.7,415,"at tag g=90.0 in 96; 2006 at tag 95.1, 95.5 at tag in 2013. Fallen over, roots up 2017"
5123,"1","1",1,2796,411.5,-3.6,62,"Endiandra wolfei","Lauraceae",1965,2017,1.2,1.2,1.5,1.7,1.9,2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.4,402.5,""
5157,"1","1",1,8059.3,409,-4,40,"Cryptocarya angulata","Lauraceae",1978,2017,0.5,NA,NA,NA,NA,1.4,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,400,"2006 laz from dead 1990 tag laz6, next to 2807, sp. = 118 but 8059.3 was sp. 40 check sp0"
5197,"1","1",1,2812.1,406,-4.2,151,"Steganthera cooperorum","Monimiaceae",1969,2017,0.3,0.7,0.3,0.4,0.7,1.1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.8,397,"2006 2 stems each tagged same number"
5257,"1","1",1,2454,398.5,-4.6,296,"Wilkiea angustifolia","Monimiaceae",1965,2017,5,4.7,4.6,5.5,5.4,5.6,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.4,389.5,"Suckering at base; 2006 retag, 2 plants here"
5266,"1","1",1,2455,393.5,-6.7,35,"Ceratopetalum succiruburm","Cunoniaceae",1965,2017,7,6.9,6.5,5.2,4,6.3,6.1,NA,NA,NA,NA,NA,NA,NA,NA,"9",NA,NA,49,384.5,"2006 check sp.; not same as 24270"
5371,"1","1",1,8124.9,374.4,-5.5,228,"Melodinus bacellianus","Apocynaceae",1978,2017,0.5,1.5,NA,NA,1.9,1.7,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.5,365.4,"ht=1.8 bent in 94; 2006 top dead"
5434,"1","1",1,8121.2,366.5,-5,131,"Niemeyera (Mt Lewis)","Sapotaceae",1978,2017,0.5,0.7,NA,1.4,1.3,1.4,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,357.5,""
5455,"1","1",1,8119.6,363.1,-3,131,"Niemeyera (Mt Lewis)","Sapotaceae",1978,2017,0.5,0.9,NA,1.4,1.8,1.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,354.1,""
5778,"1","1",1,8109.5,333.3,-4,131,"Niemeyera (Mt Lewis)","Sapotaceae",1978,2017,0.5,0.7,NA,0.9,0.9,1,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,324.3,"bent by vine in 96. 2013 2 stems"
5795,"1","1",1,8110.5,332,-4.1,131,"Niemeyera (Mt Lewis)","Sapotaceae",1978,2017,0.5,0.5,NA,0.8,0.9,1,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.9,323,""
5806,"1","1",1,5722.4,331.5,-3.5,40,"Cryptocarya angulata","Lauraceae",1981,2017,0.6,NA,0.6,NA,1.2,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.5,322.5,"2006 laz from dead 2002. No measurement made in 2013, dead?"
5837,"1","1",1,8110.6,330,-4,131,"Niemeyera (Mt Lewis)","Sapotaceae",1978,2017,0.5,0.6,NA,0.7,0.9,1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,321,""
5957,"1","1",1,2502,323,-4,43,"Cryptocarya mackinnoniana","Lauraceae",1965,2017,1.5,2,1.7,2,1.9,1.2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,314,"2006 bent by fallen branch"
6034,"1","1",1,8101.8,317.9,-1.2,131,"Niemeyera (Mt Lewis)","Sapotaceae",1978,2017,0.5,0.7,NA,0.7,0.8,0.7,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.8,308.9,""
6084,"1","1",1,6428.9,314.8,-1,88,"Galbulimima baccata","Himantandraceae",1990,2017,0.5,NA,NA,0.5,0.7,1.3,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,305.8,""
6163,"1","1",1,8094.1,307.8,-1.5,131,"Niemeyera (Mt Lewis)","Sapotaceae",1978,2017,0.5,0.7,NA,1,1,1.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.5,298.8,""
6164,"1","1",1,8094.8,307.6,-2,131,"Niemeyera (Mt Lewis)","Sapotaceae",1978,2017,0.5,0.9,NA,1,1,1.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,298.6,"2013 sick"
6307,"1","1",1,7184.6,300.4,-1.8,5,"Alphitonia whitei","Rhamnaceae",1986,2017,0.2,NA,NA,0.4,0.6,0.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.2,291.4,""
6323,"1","1",1,6178.8,296,-5,62,"Endiandra wolfei","Lauraceae",1986,2017,0.4,NA,NA,NA,0.9,0.9,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,287,"ht=0.8 in 94"
6362,"1","1",1,5537.2,298,-3,134,"Polyosma alangiacea","Escalloniaceae",1981,2017,0.1,NA,1.7,4.7,7.4,7.2,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,289,"2006 few leaves. top broken in2013"
6504,"1","1",1,2311.1,289.4,-3.3,181,"Pilidiostigma tetramerum","Myrtaceae",1965,2017,1,0.8,NA,0.8,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.7,280.4,""
6590,"1","1",1,7022.2,285.3,-1.2,43,"Cryptocarya mackinnoniana","Lauraceae",1983,2017,0.2,NA,0.3,0.7,0.6,0.7,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.8,276.3,"[could be retagged as 40626, Y is off and sp = 47]"
6617,"1","1",1,2340.1,282,-0.3,17,"Gossia shepherdii","Myrtaceae",1969,2017,0.6,0.7,NA,NA,1.9,2.2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,52.7,273,""
6708,"1","1",1,7144.3,279.5,-5.8,35,"Ceratopetalum succiruburm","Cunoniaceae",1986,2017,0.4,NA,NA,0.7,0.7,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.2,270.5,"2013 no measurement recoreded"
6749,"1","1",1,40500,278.7,-3.2,131,"Niemeyera (Mt Lewis)","Sapotaceae",1971,2017,0.4,NA,NA,1.3,1.3,0.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.8,269.7,"Broken and resprout 2006. 2013 old tag 2334.7"
6795,"1","1",1,15447,274,-0.4,182,"Mackinlaya confusa","Apiaceae",1965,2017,2,4.7,6,7.8,7,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,52.6,265,"old tag 2348;vine on it in 98.  In 2013 tag says 2438.  In next survey, discard this tag and replace with 15447.  Was dead 2002, lazzed 2013"
6796,"1","1",1,7144.9,274,-2.5,35,"Ceratopetalum succiruburm","Cunoniaceae",1986,2017,0.4,NA,NA,1.2,2,3,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.5,265,""
6855,"1","1",1,6181,270.5,-0.5,42,"Cryptocarya corrugata","Lauraceae",1988,2017,0.8,NA,NA,0.9,1.2,1.4,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.5,261.5,""
6964,"1","1",1,7025.9,261.3,-0.5,200,"Rhodomyrtus trineura","Myrtaceae",1983,2017,0.5,NA,1.7,8.4,0.9,10.5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.5,252.3,"bent over by treefall in 98, upright in 2006. Top dead, resprouting at base in 2013"
6983,"1","1",1,6421.1,260.4,-2,7,"Antidesma erostre","Euphorbiaceae",1990,2017,0.5,NA,NA,0.7,0.6,1.1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,251.4,""
7124,"1","1",1,290.1,239,-15,50,"Daphnandra repandula","Atherospermataceae",1963,2017,NA,NA,NA,NA,NA,NA,NA,17,18,NA,NA,NA,NA,12.6,NA,NA,"8",NA,38,230,"Under treefall 81.  Was called dead 1986, lazzed 2013 and renumbered.  Old number 287"
7126,"1","1",1,7014.1,238.6,-1.5,23,"Beilschmiedia brunnea","Lauraceae",1983,2017,2.5,NA,3.3,4.3,4.8,2.3,2.7,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,51.5,229.6,"Top broken, resprout 2006"
7170,"1","1",1,7148.7,235,-7,114,"Pseuduvaria mulgraveana glabrescens","Annonaceae",1986,2017,0.2,NA,NA,NA,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"9",NA,NA,46,226,"ht=0.4 in 94"
7315,"1","1",1,7010.2,214.4,-5,51,"Darlingia darlingiana","Proteaceae",1983,2017,0.5,NA,0.7,1.1,1.2,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,205.4,"no leaves in 2000, 3 in 2006. No measurement in 2013"
7397,"1","1",1,7150.8,209.5,-5.1,136,"Psychotria dallachiana","Rubiaceae",1986,2017,0.1,NA,NA,1.5,2.1,2.9,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.9,200.5,""
7762,"1","1",1,2114,155.4,-1.9,12,"Archidendron vaillantii","Fabaceae",1965,2017,0.7,0.5,0.5,0.7,0.8,0.9,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.1,146.4,""
7824,"1","1",1,9581.3,144.8,-0.9,43,"Cryptocarya mackinnoniana","Lauraceae",1976,2017,0.1,0.5,0.6,0.9,1,1.2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.1,135.8,"Retag 2006"
8077,"1","1",1,11752,20,-4,34,"Castanospora alphandii","Sapindaceae",1965,2017,2.1,2.3,NA,0.7,1,0.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,73,"old tag 2017.0, resprout from stump 2006"
8091,"1","1",1,2021,16.5,-3.3,173,"Eupomatia barbata","Eupomatiaceae",1965,2017,0.7,0.6,NA,1.8,1.8,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,49.7,69.5,""
8115,"1","1",1,6001.9,10.3,-1.7,131,"Niemeyera (Mt Lewis)","Sapotaceae",1978,2017,0.6,NA,NA,1,1.5,1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.3,63.3,"also tag 7126.6, top broken 2006. 2013 no leaves"
8116,"1","1",1,2024.1,10.2,-5,25,"Bubbia semecarpoides","Winteraceae",1969,2017,0.3,0.6,0.8,1,1.7,2.3,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,63.2,""
8397,"1","3",1,7104.5,5.3,0.3,114,"Pseuduvaria mulgraveana glabrescens","Annonaceae",1983,2017,0.2,NA,0.5,1.2,1.2,1.6,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.3,53.3,"2006 laz from dead 2000"
8465,"1","3",1,5603.1,13.5,1.3,280,NA,NA,1981,2017,0.2,NA,0.3,0.8,0.8,2,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,132.5,54.3,"2006 no leaves, bends. Resprouted in 2013"
8541,"1","3",1,717,19.6,0.9,119,"Neisosperma poweri","Apocynaceae",1963,2017,NA,NA,NA,NA,NA,NA,NA,6.5,6.5,6.8,7,7.2,8.6,8.3,NA,NA,NA,NA,138.6,53.9,"leaning under treefall, measured at tag, resprouting in 2013. Fallen over and dead 2017, possibly crushed"
8740,"1","3",1,3640,36.7,2.7,131,"Niemeyera (Mt Lewis)","Sapotaceae",1965,2017,0.7,1,1.4,1.9,3,2.1,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.7,55.7,""
9080,"1","3",1,783,162,15,153,"Franciscodendron laurifolium","Malvaceae",1963,2017,NA,NA,NA,NA,NA,NA,NA,59,59,60.1,64.7,64.6,68.4,72.6,NA,NA,NA,NA,281,68,"2000 - bent over by treefall; 2006  at 0il, gbh = 71.0"
